Temperature,Forecast,WindSpeed,WindDirection,Precipitation,Pressure,From,To
17,Partly cloudy,2.4,352.0,0.0,1016.1,2015-04-25T15:00:00,2015-04-25T18:00:00
15,Clear sky,1.3,135.5,0.0,1016.4,2015-04-25T18:00:00,2015-04-25T21:00:00
13,Clear sky,1.1,66.4,0.0,1016.3,2015-04-25T21:00:00,2015-04-26T00:00:00
10,Clear sky,0.2,244.6,0.0,1016.9,2015-04-26T00:00:00,2015-04-26T03:00:00
9,Clear sky,0.8,282.2,0.0,1016.7,2015-04-26T03:00:00,2015-04-26T06:00:00
7,Clear sky,0.9,294.2,0.0,1016.4,2015-04-26T06:00:00,2015-04-26T09:00:00
12,Partly cloudy,0.5,291.2,0.0,1017.1,2015-04-26T09:00:00,2015-04-26T12:00:00
17,Partly cloudy,0.4,99.4,0.0,1015.1,2015-04-26T12:00:00,2015-04-26T15:00:00
19,Partly cloudy,0.5,252.2,0.0,1013.5,2015-04-26T15:00:00,2015-04-26T18:00:00
19,Rain,0.5,9.2,2.2,1012.0,2015-04-26T18:00:00,2015-04-26T21:00:00
16,Partly cloudy,1.3,148.7,0.0,1012.0,2015-04-26T21:00:00,2015-04-27T00:00:00
12,Fair,0.3,113.1,0.0,1013.6,2015-04-27T00:00:00,2015-04-27T03:00:00
10,Partly cloudy,0.4,338.6,0.0,1013.7,2015-04-27T03:00:00,2015-04-27T06:00:00
10,Fair,0.4,331.8,0.0,1013.4,2015-04-27T06:00:00,2015-04-27T09:00:00
